CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5080963,09/09/2015 11:38:14 AM,09/11/2015 09:32:58 AM,09/11/2015 09:32:58 AM,Closed,"Case is a Duplicate - BID Complaint no. 201568873 has been filed with DBI (415) 558-6570 on 09/09/2015.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,Not associated with a specific address,0,,,Voice In,
5081711,09/09/2015 01:53:03 PM,,09/09/2015 02:03:10 PM,Open,Open,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"189 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.780073755609, -122.407138617297)",Voice In,
5081763,09/09/2015 02:04:55 PM,09/14/2015 03:59:40 PM,09/14/2015 03:59:40 PM,Closed,Case Transferred - Matter resubmitted as a Noise Report.,311 Supervisor Queue,Noise Report,major_event_venue,Noise Report - major_event_venue,"1 MARKET ST, SAN FRANCISCO, CA, 94105",3,Financial District,"(37.79383556954, -122.394783364365)",Voice In,
5081828,09/09/2015 02:20:18 PM,09/10/2015 05:03:16 AM,09/10/2015 05:03:16 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1040 BUSH ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.789547597416, -122.414463742912)",Web Self Service,
5082148,09/09/2015 03:31:41 PM,09/25/2015 09:56:38 AM,09/25/2015 09:56:38 AM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5082474,09/09/2015 04:48:57 PM,09/25/2015 12:10:23 PM,09/25/2015 12:10:23 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5082739,09/09/2015 06:04:09 PM,09/25/2015 12:41:37 PM,09/25/2015 12:41:37 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of 9TH AVE and JUDAH ST,7,Inner Sunset,"(37.7621749091421, -122.466180454879)",Voice In,
5083058,09/09/2015 09:31:04 PM,09/25/2015 03:12:12 PM,09/25/2015 03:12:12 PM,Closed,Case Transferred -,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Web Self Service,
5083108,09/09/2015 10:27:04 PM,09/16/2015 03:42:12 PM,09/16/2015 03:42:12 PM,Closed,"Case Transferred - Air, Noise & Radiation Program, DPH
 Jonathan Piakis, Industrial Hyginenist
 415-252-3911",DPH - Environmental Health - G,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,"2239 TARAVAL ST, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.742266432844, -122.490317889008)",Voice In,
5083134,09/09/2015 10:43:26 PM,09/11/2015 04:03:39 PM,09/11/2015 04:03:39 PM,Closed,"Case Resolved - BID Complaint no. 201569261 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"830 HYDE ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.78863069542, -122.416761810601)",Voice In,
5083137,09/09/2015 10:47:58 PM,09/14/2015 12:00:00 PM,09/14/2015 12:00:00 PM,Closed,Case Completed - resolved: This is work being done by Conquest # 15N-0182: Steven Smith is the Inspector on record. - see above.,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"339 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,"(37.737344804894, -122.469515304357)",Voice In,
5083139,09/09/2015 10:48:41 PM,09/22/2015 04:12:34 PM,09/22/2015 04:12:34 PM,Closed,"Case is a Duplicate - BID Complaint No. 201569261 has been filed with DBI (415) 558-6570 on 09/22/2015 under 311 service request no. 5083134.  To view the status, please visit our website at www.sfdbi.org",DBI Building Inspection Queue,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,"830 HYDE ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.78863069542, -122.416761810601)",Web Self Service,
5083225,09/10/2015 12:43:52 AM,09/10/2015 01:12:03 PM,09/10/2015 01:12:03 PM,Closed,"Case Transferred - Air, Noise & Radiation Program, DPH
 Jonathan Piakis, Industrial Hygienist
 415-252-3911",DPH - Environmental Health - G,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"145 FELL ST, SAN FRANCISCO, CA, 94102",5,Civic Center,"(37.776145130659, -122.420264912097)",Web Self Service,
5083293,09/10/2015 04:37:58 AM,09/11/2015 05:03:25 AM,09/11/2015 05:03:25 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,sirens,Noise Report - sirens,"1303 POLK ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788920888331, -122.420625629645)",Web Self Service,
5083319,09/10/2015 05:37:33 AM,09/11/2015 12:00:00 PM,09/11/2015 12:00:00 PM,Closed,Case Completed - resolved: Stonestown and the buildings inside (255) are private streets; not BSM issue. - inspected.,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"255 WINSTON DR, SAN FRANCISCO, CA, 94132",7,Stonestown,"(37.726204544825, -122.476148412917)",Voice In,
5083417,09/10/2015 07:02:00 AM,09/11/2015 05:03:27 AM,09/11/2015 05:03:27 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1748 CLAY ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,"(37.792388403, -122.421873948261)",Web Self Service,
5083615,09/10/2015 08:10:58 AM,09/11/2015 03:43:50 PM,09/11/2015 03:43:50 PM,Closed,"Case Resolved - BID Complaint No. 201569243 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1201 BAYSIDE DR, SAN FRANCISCO, CA, 94130",6,Treasure Island,"(37.829392063448, -122.376121754566)",Voice In,
5084046,09/10/2015 10:12:04 AM,09/11/2015 10:59:24 AM,09/11/2015 10:59:24 AM,Closed,"Case Resolved - BID Complaint No. 201569142 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"184 CHATTANOOGA ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.753650238353, -122.426813006545)",Web Self Service,
5084125,09/10/2015 10:29:52 AM,09/10/2015 09:21:16 PM,09/10/2015 09:21:16 PM,Closed,Case Transferred - New SR 5086308,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"1060 BUSH ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.789515246917, -122.414716637485)",Web Self Service,
5084998,09/10/2015 01:33:05 PM,09/16/2015 04:14:43 PM,09/16/2015 04:14:43 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"5045 GEARY BLVD, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.780325569879, -122.473577979119)",Voice In,
5085181,09/10/2015 02:15:15 PM,09/11/2015 05:03:29 AM,09/11/2015 05:03:29 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Voice In,
5085267,09/10/2015 02:30:21 PM,09/11/2015 05:03:32 AM,09/11/2015 05:03:32 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1595 CLAY ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.792563859162, -122.419304127857)",Web Self Service,
5085289,09/10/2015 02:33:36 PM,09/16/2015 04:16:59 PM,09/16/2015 04:16:59 PM,Closed,"Case Transferred - Air, Noise & Radiation Program, DPH
 Jonathan Piakis, Industrial Hygienist
 415-252-3911",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"4150 CLEMENT ST, SAN FRANCISCO, CA, 94121",1,Sutro Heights,"(37.781265063933, -122.502080945175)",Voice In,
5085886,09/10/2015 05:02:40 PM,09/10/2015 05:25:35 PM,09/10/2015 05:25:35 PM,Closed,"Case Resolved - Park Ranger supervisor advised, stated concert is over as of 5:15PM",RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Noise,"Justin Herman/Embarcadero Plaza, , SAN FRANCISCO, CA, 94111",3,Financial District,"(37.794880077, -122.3947665)",Other Department,
5086132,09/10/2015 06:49:47 PM,09/11/2015 05:03:32 AM,09/11/2015 05:03:32 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,home_improvement_maintenance,Noise Report - home_improvement_maintenance,"1275 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777724689253, -122.415659257074)",Web Self Service,
5086154,09/10/2015 07:08:46 PM,09/11/2015 05:03:33 AM,09/11/2015 05:03:33 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Web Self Service,
5086308,09/10/2015 09:20:09 PM,09/25/2015 12:00:00 PM,09/25/2015 12:00:00 PM,Closed,"Case Completed - resolved: found a PG&E trench across Bush St, Gorman Pipeline doing the work under 15E-0442. SI permit - found a PG&E trench across Bush St, Gorman Pipeline doing the work under 15E-0442. SI permit",DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"1060 BUSH ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.789515246917, -122.414716637485)",Voice In,
5086546,09/11/2015 12:33:09 AM,03/25/2016 03:28:15 PM,03/25/2016 03:28:15 PM,Closed,Case Resolved -,SFMTA - Muni System Feedback Queue,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,Intersection of CASTRO ST and MARKET ST,8,Castro,"(37.7626708067676, -122.435188059501)",Voice In,
5087127,09/11/2015 09:07:27 AM,09/12/2015 05:03:36 AM,09/12/2015 05:03:36 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"4244 25TH ST, SAN FRANCISCO, CA, 94114",8,Noe Valley,"(37.749735708715, -122.434950062295)",Web Self Service,
5087633,09/11/2015 11:18:17 AM,09/12/2015 05:03:37 AM,09/12/2015 05:03:37 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"5045 GEARY BLVD, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.780325569879, -122.473577979119)",Voice In,
5087730,09/11/2015 11:46:56 AM,09/17/2015 04:34:53 PM,09/17/2015 04:34:53 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"919 DIVISADERO ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.778175421659, -122.438605904631)",Voice In,
5088520,09/11/2015 03:03:43 PM,09/14/2015 09:04:29 AM,09/14/2015 09:04:29 AM,Closed,"Case Resolved - BID complaint no. 201569282 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,Not associated with a specific address,0,,,Voice In,
5088809,09/11/2015 04:20:40 PM,09/12/2015 05:03:40 AM,09/12/2015 05:03:40 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Web Self Service,
5088993,09/11/2015 05:08:05 PM,09/12/2015 05:03:41 AM,09/12/2015 05:03:41 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"625 DOUGLASS ST, SAN FRANCISCO, CA, 94114",8,Noe Valley,"(37.753648082785, -122.437707270256)",Web Self Service,
5089112,09/11/2015 05:44:46 PM,09/14/2015 09:29:03 AM,09/14/2015 09:29:03 AM,Closed,"Case Resolved - BID Complaint no. 201569287 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1300 NOE ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.748039494189, -122.431744851965)",Voice In,
5089356,09/11/2015 08:26:04 PM,09/12/2015 05:03:42 AM,09/12/2015 05:03:42 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"846 42ND AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.772791101207, -122.502316941929)",Web Self Service,
5089384,09/11/2015 09:04:45 PM,10/01/2015 05:09:37 PM,10/01/2015 05:09:37 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of DIVISADERO ST and CHESTNUT ST,2,Marina,"(37.7999780227248, -122.442845975744)",Voice In,
5089436,09/11/2015 09:54:26 PM,09/12/2015 05:03:43 AM,09/12/2015 05:03:43 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"62 JULES AVE, SAN FRANCISCO, CA, 94112",11,Ingleside,"(37.719372512488, -122.461076679013)",Web Self Service,
5089461,09/11/2015 10:08:53 PM,09/12/2015 05:03:44 AM,09/12/2015 05:03:44 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"54 JULES AVE, SAN FRANCISCO, CA, 94112",11,Ingleside,"(37.719229342631, -122.461076071562)",Web Self Service,
5089483,09/11/2015 10:23:48 PM,09/12/2015 05:03:45 AM,09/12/2015 05:03:45 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"4077 26TH ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.74814509341, -122.430995302978)",Web Self Service,
5089667,09/12/2015 02:41:36 AM,09/13/2015 05:03:52 AM,09/13/2015 05:03:52 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of 29TH AVE and GEARY BLVD,1,Outer Richmond,"(37.7798904264638, -122.489013440101)",Voice In,
5089675,09/12/2015 02:56:27 AM,09/13/2015 05:03:42 AM,09/13/2015 05:03:42 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,protest_speech_bullhorns,Noise Report - protest_speech_bullhorns,"Twin Peaks, , SAN FRANCISCO, CA, 94131",7,Midtown Terrace,"(37.752790826, -122.4474837)",Twitter,
5089690,09/12/2015 04:27:42 AM,,09/12/2015 04:27:42 AM,Open,Open,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"25 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121",1,Sutro Heights,"(37.779455940081, -122.503504335817)",Web Self Service,
5089848,09/12/2015 08:06:21 AM,09/13/2015 05:03:47 AM,09/13/2015 05:03:47 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"4142 26TH ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.748268414413, -122.432560911246)",Web Self Service,
5090736,09/12/2015 12:40:30 PM,09/14/2015 10:17:08 AM,09/14/2015 10:17:08 AM,Closed,"Case Resolved - BID Complaint no. 201569302 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"310 WALNUT ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,"(37.788488932194, -122.44839582778)",Voice In,
5090807,09/12/2015 01:01:42 PM,09/14/2015 10:44:06 AM,09/14/2015 10:44:06 AM,Closed,"Case Resolved - BID Complaint N. 201569311 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1 FRANKLIN ST, SAN FRANCISCO, CA, 94102",5,Civic Center,"(37.774472036323, -122.420943608658)",Voice In,
5091401,09/12/2015 04:59:15 PM,10/02/2015 02:54:38 PM,10/02/2015 02:54:38 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of CHESTNUT ST and DIVISADERO ST,2,Marina,"(37.7999780227248, -122.442845975744)",Voice In,
